trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
733,False,"{'a': 0.9, 'e': 0.4802892537893791}",25,15,-17.842715160050528,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
734,False,"{'a': 0.9, 'e': 0.4798089645355897}",25,14,-15.2420537608936,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
735,False,"{'a': 0.9, 'e': 0.4793291555710541}",25,-2,-86.44244064703513,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 2}",0
736,False,"{'a': 0.9, 'e': 0.47884982641548307}",20,-9,33.92871428524841,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",0
737,False,"{'a': 0.9, 'e': 0.4783709765890676}",25,-16,-41.608548361588056,"{0: 36, 1: 1, 2: 2, 3: 0, 4: 2}",0
738,False,"{'a': 0.9, 'e': 0.4778926056124785}",20,-9,-136.28081242323805,"{0: 18, 1: 3, 2: 3, 3: 4, 4: 1}",0
739,False,"{'a': 0.9, 'e': 0.477414713006866}",25,-1,-41.59698413852822,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 1}",1
740,False,"{'a': 0.9, 'e': 0.47693729829385917}",30,22,14.854960721525817,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.9, 'e': 0.47646036099556527}",25,3,-115.74720687337673,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 3}",1
742,False,"{'a': 0.9, 'e': 0.47598390063456975}",30,20,-1.7533599007291023,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.9, 'e': 0.47550791673393517}",25,-21,-12.910725693480522,"{0: 39, 1: 0, 2: 6, 3: 1, 4: 0}",0
744,False,"{'a': 0.9, 'e': 0.4750324088172012}",25,-10,-108.27924934484994,"{0: 28, 1: 0, 2: 3, 3: 2, 4: 2}",0
745,False,"{'a': 0.9, 'e': 0.474557376408384}",25,6,3.7595199003090167,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
746,False,"{'a': 0.9, 'e': 0.47408281903197563}",20,-6,-41.89501710406103,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 1}",0
747,False,"{'a': 0.9, 'e': 0.47360873621294364}",25,7,-15.228791465110795,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
748,False,"{'a': 0.9, 'e': 0.4731351274767307}",30,14,20.841507020253843,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.9, 'e': 0.472661992349254}",30,13,-0.7311980787457175,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
750,False,"{'a': 0.9, 'e': 0.47218933035690475}",20,10,-61.39608369990483,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 1}",1
751,False,"{'a': 0.9, 'e': 0.4717171410265478}",30,14,-75.03688657173642,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 2}",1
752,False,"{'a': 0.9, 'e': 0.47124542388552126}",25,-17,-77.41405845414178,"{0: 36, 1: 0, 2: 2, 3: 2, 4: 2}",0
753,False,"{'a': 0.9, 'e': 0.4707741784616358}",20,9,1.8116609930666507,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
754,False,"{'a': 0.9, 'e': 0.47030340428317413}",20,-4,7.111013635629998,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",0
755,False,"{'a': 0.9, 'e': 0.46983310087889096}",30,-30,-165.585853095271,"{0: 47, 1: 4, 2: 4, 3: 1, 4: 4}",0
756,False,"{'a': 0.9, 'e': 0.46936326777801207}",30,5,-71.86693827526163,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",1
757,False,"{'a': 0.9, 'e': 0.46889390451023405}",20,-6,-10.344985796008428,"{0: 22, 1: 0, 2: 3, 3: 1, 4: 0}",0
758,False,"{'a': 0.9, 'e': 0.4684250106057238}",20,-4,2.322631358708448,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",0
759,False,"{'a': 0.9, 'e': 0.4679565855951181}",25,5,11.073083452620203,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
760,False,"{'a': 0.9, 'e': 0.467488629009523}",25,-2,-37.514306817434665,"{0: 21, 1: 0, 2: 4, 3: 2, 4: 0}",0
761,False,"{'a': 0.9, 'e': 0.46702114038051346}",25,9,5.973142583200905,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
762,False,"{'a': 0.9, 'e': 0.4665541192401329}",30,-30,-130.32847046463402,"{0: 47, 1: 1, 2: 8, 3: 2, 4: 2}",0
763,False,"{'a': 0.9, 'e': 0.4660875651208928}",35,21,-39.70304636590244,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
764,False,"{'a': 0.9, 'e': 0.4656214775557719}",20,-38,-68.87952271246746,"{0: 42, 1: 8, 2: 6, 3: 2, 4: 0}",0
765,False,"{'a': 0.9, 'e': 0.46515585607821613}",20,-33,-60.10458517975708,"{0: 44, 1: 2, 2: 5, 3: 0, 4: 2}",0
766,False,"{'a': 0.9, 'e': 0.46469070022213793}",20,-5,-11.069552674224537,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
767,False,"{'a': 0.9, 'e': 0.4642260095219158}",35,-88,-342.2737403004156,"{0: 96, 1: 3, 2: 13, 3: 4, 4: 7}",0
768,False,"{'a': 0.9, 'e': 0.46376178351239383}",25,11,-10.394151088652631,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
769,False,"{'a': 0.9, 'e': 0.46329802172888146}",20,5,-7.510328563273443,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
770,False,"{'a': 0.9, 'e': 0.46283472370715256}",25,19,12.365922290552781,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.9, 'e': 0.46237188898344544}",25,-12,-6.741771044754339,"{0: 30, 1: 2, 2: 5, 3: 0, 4: 0}",0
772,False,"{'a': 0.9, 'e': 0.461909517094462}",25,14,-12.13699777499456,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
773,False,"{'a': 0.9, 'e': 0.4614476075773675}",30,-7,-100.37906308249809,"{0: 26, 1: 4, 2: 4, 3: 2, 4: 1}",0
774,False,"{'a': 0.9, 'e': 0.46098615996979014}",25,-2,-64.63067526406594,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 2}",0
775,False,"{'a': 0.9, 'e': 0.46052517380982033}",35,17,-13.205759777283419,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
776,False,"{'a': 0.9, 'e': 0.46006464863601054}",20,-4,-51.42346030848995,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 2}",0
777,False,"{'a': 0.9, 'e': 0.4596045839873745}",20,10,10.098719989882838,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.9, 'e': 0.45914497940338717}",20,16,6.962634859410802,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.9, 'e': 0.45868583442398375}",25,-7,38.82889765939094,"{0: 31, 1: 0, 2: 0, 3: 1, 4: 0}",0
780,False,"{'a': 0.9, 'e': 0.45822714858955976}",30,12,-141.91543599221606,"{0: 11, 1: 0, 2: 2, 3: 3, 4: 2}",1
781,False,"{'a': 0.9, 'e': 0.4577689214409702}",20,10,-36.48509728740603,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
782,False,"{'a': 0.9, 'e': 0.45731115251952925}",30,11,-25.593684182818194,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
783,False,"{'a': 0.9, 'e': 0.45685384136700974}",20,-29,-112.90402586001753,"{0: 39, 1: 2, 2: 3, 3: 3, 4: 2}",0
784,False,"{'a': 0.9, 'e': 0.45639698752564273}",20,9,-0.8181974059813575,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
785,False,"{'a': 0.9, 'e': 0.4559405905381171}",20,-28,-80.91736393928483,"{0: 38, 1: 1, 2: 6, 3: 2, 4: 1}",0
786,False,"{'a': 0.9, 'e': 0.4554846499475789}",20,1,-29.535734407265334,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 1}",1
787,False,"{'a': 0.9, 'e': 0.4550291652976314}",25,6,3.3995023681536383,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
788,False,"{'a': 0.9, 'e': 0.4545741361323337}",30,10,15.287001576061428,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
789,False,"{'a': 0.9, 'e': 0.4541195619962014}",25,-5,-10.506125724106688,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
790,False,"{'a': 0.9, 'e': 0.4536654424342052}",25,15,6.313709764853783,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.9, 'e': 0.453211776991771}",25,15,-3.1722621548720435,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
792,False,"{'a': 0.9, 'e': 0.4527585652147792}",35,19,-3.379178738204983,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 0}",1
793,False,"{'a': 0.9, 'e': 0.45230580664956443}",30,19,-15.600544355129287,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
794,False,"{'a': 0.9, 'e': 0.45185350084291487}",20,-10,-65.28005812084457,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
795,False,"{'a': 0.9, 'e': 0.45140164734207194}",20,-46,-101.47588298464602,"{0: 55, 1: 1, 2: 5, 3: 3, 4: 2}",0
796,False,"{'a': 0.9, 'e': 0.4509502456947299}",25,1,-13.07041608523112,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
797,False,"{'a': 0.9, 'e': 0.45049929544903516}",25,-1,14.689979519915632,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 0}",1
798,False,"{'a': 0.9, 'e': 0.4500487961535861}",25,-5,-35.515528370643835,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
799,False,"{'a': 0.9, 'e': 0.44959874735743255}",20,7,-11.659996976832998,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
800,False,"{'a': 0.9, 'e': 0.4491491486100751}",20,8,-2.5622704337822055,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
801,False,"{'a': 0.9, 'e': 0.44869999946146505}",20,8,-4.8573046181081985,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
802,False,"{'a': 0.9, 'e': 0.44825129946200354}",35,-35,-141.00908650555849,"{0: 54, 1: 5, 2: 7, 3: 1, 4: 3}",0
803,False,"{'a': 0.9, 'e': 0.4478030481625416}",35,-11,-148.99802379452052,"{0: 37, 1: 1, 2: 4, 3: 0, 4: 4}",0
804,False,"{'a': 0.9, 'e': 0.447355245114379}",20,8,-5.559867782980035,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
805,False,"{'a': 0.9, 'e': 0.44690788986926466}",25,-37,-78.74091513288724,"{0: 49, 1: 3, 2: 7, 3: 2, 4: 1}",0
806,False,"{'a': 0.9, 'e': 0.4464609819793954}",25,-19,-85.40792475366618,"{0: 35, 1: 3, 2: 3, 3: 1, 4: 2}",0
807,False,"{'a': 0.9, 'e': 0.44601452099741595}",25,8,-0.40094917050051215,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
808,False,"{'a': 0.9, 'e': 0.44556850647641855}",30,-5,-4.303735118193869,"{0: 29, 1: 4, 2: 1, 3: 1, 4: 0}",0
809,False,"{'a': 0.9, 'e': 0.4451229379699421}",25,-1,20.661590830616287,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
810,False,"{'a': 0.9, 'e': 0.4446778150319722}",20,-12,-12.294425096165977,"{0: 28, 1: 2, 2: 1, 3: 0, 4: 1}",0
811,False,"{'a': 0.9, 'e': 0.44423313721694024}",25,2,-4.843065840769371,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
812,False,"{'a': 0.9, 'e': 0.44378890407972327}",25,-4,-47.13337965214926,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 1}",0
813,False,"{'a': 0.9, 'e': 0.44334511517564357}",25,19,1.0453490542075516,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
814,False,"{'a': 0.9, 'e': 0.44290177006046794}",20,-12,3.331292512414052,"{0: 28, 1: 1, 2: 2, 3: 1, 4: 0}",0
815,False,"{'a': 0.9, 'e': 0.4424588682904074}",20,-16,-119.4871747039011,"{0: 25, 1: 3, 2: 5, 3: 1, 4: 2}",0
816,False,"{'a': 0.9, 'e': 0.44201640942211706}",30,13,0.10442161616196,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
817,False,"{'a': 0.9, 'e': 0.4415743930126949}",20,-17,-9.411737930645655,"{0: 32, 1: 0, 2: 4, 3: 1, 4: 0}",0
818,False,"{'a': 0.9, 'e': 0.44113281861968223}",20,8,-12.101759204821011,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
819,False,"{'a': 0.9, 'e': 0.44069168580106255}",25,6,-23.72707093478366,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
820,False,"{'a': 0.9, 'e': 0.4402509941152615}",20,5,9.700531331794743,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
821,False,"{'a': 0.9, 'e': 0.4398107431211462}",25,-11,-9.06821909060054,"{0: 29, 1: 2, 2: 5, 3: 0, 4: 0}",0
822,False,"{'a': 0.9, 'e': 0.4393709323780251}",20,10,4.022667567649418,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
823,False,"{'a': 0.9, 'e': 0.43893156144564704}",20,1,14.616156304132485,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
824,False,"{'a': 0.9, 'e': 0.4384926298842014}",25,8,-108.78850444289894,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 3}",1
825,False,"{'a': 0.9, 'e': 0.4380541372543172}",35,-37,-114.16813837008033,"{0: 58, 1: 4, 2: 5, 3: 3, 4: 2}",0
826,False,"{'a': 0.9, 'e': 0.4376160831170629}",20,7,-31.351384095272316,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
827,False,"{'a': 0.9, 'e': 0.4371784670339458}",20,-7,-23.83059278664875,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 1}",0
828,False,"{'a': 0.9, 'e': 0.43674128856691186}",20,4,-4.479047157722824,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
829,False,"{'a': 0.9, 'e': 0.43630454727834495}",20,1,-15.183165489274682,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 0}",1
830,False,"{'a': 0.9, 'e': 0.4358682427310666}",35,24,-10.234101672501298,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
831,False,"{'a': 0.9, 'e': 0.43543237448833555}",20,-29,42.7362081399583,"{0: 45, 1: 0, 2: 4, 3: 0, 4: 0}",0
832,False,"{'a': 0.9, 'e': 0.4349969421138472}",20,-2,-15.813745549992191,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",0
833,False,"{'a': 0.9, 'e': 0.43456194517173335}",20,15,9.151421922302413,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.9, 'e': 0.43412738322656164}",20,-8,27.269264810775073,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",0
835,False,"{'a': 0.9, 'e': 0.43369325584333507}",30,7,-9.900984930379023,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
836,False,"{'a': 0.9, 'e': 0.4332595625874917}",20,6,12.679005137704001,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
837,False,"{'a': 0.9, 'e': 0.43282630302490427}",20,-3,-56.413891050215035,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",0
838,False,"{'a': 0.9, 'e': 0.43239347672187933}",25,9,12.012421554227744,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
839,False,"{'a': 0.9, 'e': 0.4319610832451575}",20,-5,-45.123733173926446,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
840,False,"{'a': 0.9, 'e': 0.4315291221619123}",25,0,15.079889081147652,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",1
841,False,"{'a': 0.9, 'e': 0.43109759303975037}",25,16,0.0337059208631616,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
842,False,"{'a': 0.9, 'e': 0.43066649544671065}",25,5,-0.491242713758159,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
843,False,"{'a': 0.9, 'e': 0.43023582895126394}",20,6,-29.3717947086843,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
844,False,"{'a': 0.9, 'e': 0.42980559312231265}",20,10,-42.42119380964522,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
845,False,"{'a': 0.9, 'e': 0.42937578752919037}",20,7,-1.607192753598429,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
846,False,"{'a': 0.9, 'e': 0.42894641174166115}",30,10,-7.383966746031074,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
847,False,"{'a': 0.9, 'e': 0.4285174653299195}",20,-3,7.970914705720116,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",0
848,False,"{'a': 0.9, 'e': 0.42808894786458956}",30,-7,-52.51425236405489,"{0: 33, 1: 0, 2: 1, 3: 1, 4: 2}",0
849,False,"{'a': 0.9, 'e': 0.427660858916725}",20,-14,-49.50180040463218,"{0: 29, 1: 2, 2: 1, 3: 0, 4: 2}",0
850,False,"{'a': 0.9, 'e': 0.42723319805780824}",25,14,6.272488060042614,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
851,False,"{'a': 0.9, 'e': 0.4268059648597505}",20,-22,-79.87736419835342,"{0: 34, 1: 1, 2: 5, 3: 0, 4: 2}",0
852,False,"{'a': 0.9, 'e': 0.4263791588948907}",25,-25,-101.42169112050111,"{0: 39, 1: 3, 2: 5, 3: 1, 4: 2}",0
853,False,"{'a': 0.9, 'e': 0.4259527797359958}",20,7,-28.451274610036478,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
854,False,"{'a': 0.9, 'e': 0.4255268269562598}",25,9,-0.806187347651975,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
855,False,"{'a': 0.9, 'e': 0.4251013001293036}",30,10,-64.05707231022562,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
856,False,"{'a': 0.9, 'e': 0.42467619882917423}",20,2,15.33730825777249,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
857,False,"{'a': 0.9, 'e': 0.4242515226303451}",25,0,-141.93822857010136,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",1
858,False,"{'a': 0.9, 'e': 0.42382727110771473}",20,-7,-10.547207242024083,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",0
859,False,"{'a': 0.9, 'e': 0.423403443836607}",20,-34,-40.14205572844349,"{0: 47, 1: 2, 2: 3, 3: 0, 4: 2}",0
860,False,"{'a': 0.9, 'e': 0.42298004039277043}",25,12,-54.88369151685475,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
861,False,"{'a': 0.9, 'e': 0.4225570603523776}",20,-27,-94.77140762489945,"{0: 38, 1: 2, 2: 4, 3: 1, 4: 2}",0
862,False,"{'a': 0.9, 'e': 0.4221345032920253}",25,16,1.9683911698647394,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
863,False,"{'a': 0.9, 'e': 0.42171236878873325}",20,6,-39.31276737258661,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
864,False,"{'a': 0.9, 'e': 0.4212906564199445}",20,-2,-4.6928824051498,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 0}",0
865,False,"{'a': 0.9, 'e': 0.42086936576352457}",20,10,20.122826219012488,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.9, 'e': 0.42044849639776105}",20,-6,-6.220433698463766,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 0}",0
867,False,"{'a': 0.9, 'e': 0.4200280479013633}",25,-100,-231.59203068782313,"{0: 105, 1: 2, 2: 8, 3: 4, 4: 6}",0
868,False,"{'a': 0.9, 'e': 0.4196080198534619}",25,-18,-96.93830890809303,"{0: 31, 1: 4, 2: 6, 3: 1, 4: 1}",0
869,False,"{'a': 0.9, 'e': 0.41918841183360844}",20,-29,-4.357224770900235,"{0: 42, 1: 1, 2: 5, 3: 1, 4: 0}",0
870,False,"{'a': 0.9, 'e': 0.41876922342177486}",20,-14,-61.808267820808766,"{0: 26, 1: 0, 2: 5, 3: 3, 4: 0}",0
871,False,"{'a': 0.9, 'e': 0.41835045419835304}",30,16,17.756654377113165,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
872,False,"{'a': 0.9, 'e': 0.4179321037441547}",20,1,-30.856106634502247,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 1}",1
873,False,"{'a': 0.9, 'e': 0.41751417164041055}",30,12,3.3710047301754535,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
874,False,"{'a': 0.9, 'e': 0.4170966574687701}",30,2,-72.13139367175023,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 2}",1
875,False,"{'a': 0.9, 'e': 0.41667956081130136}",25,-22,-57.677375532698136,"{0: 37, 1: 3, 2: 5, 3: 1, 4: 1}",0
876,False,"{'a': 0.9, 'e': 0.41626288125049005}",25,-4,-30.52901263367879,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 2}",0
877,False,"{'a': 0.9, 'e': 0.4158466183692396}",20,10,6.717679146448843,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
878,False,"{'a': 0.9, 'e': 0.41543077175087034}",25,-10,-60.74409762222894,"{0: 28, 1: 1, 2: 4, 3: 1, 4: 1}",0
879,False,"{'a': 0.9, 'e': 0.41501534097911946}",20,1,-12.044747206692628,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
880,False,"{'a': 0.9, 'e': 0.41460032563814037}",25,-8,-124.82459761800075,"{0: 23, 1: 1, 2: 6, 3: 1, 4: 2}",0
881,False,"{'a': 0.9, 'e': 0.4141857253125022}",20,7,21.794902486625947,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.9, 'e': 0.4137715395871897}",25,-29,-61.735693179101084,"{0: 46, 1: 2, 2: 3, 3: 1, 4: 2}",0
883,False,"{'a': 0.9, 'e': 0.4133577680476025}",25,-31,-53.75574620043086,"{0: 47, 1: 4, 2: 3, 3: 0, 4: 2}",0
884,False,"{'a': 0.9, 'e': 0.4129444102795549}",30,-37,-47.36309085751461,"{0: 56, 1: 3, 2: 6, 3: 0, 4: 2}",0
885,False,"{'a': 0.9, 'e': 0.41253146586927536}",35,25,-23.37826389853455,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
886,False,"{'a': 0.9, 'e': 0.4121189344034061}",20,9,-16.709661792001132,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
887,False,"{'a': 0.9, 'e': 0.4117068154690027}",20,15,11.245681142562722,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.9, 'e': 0.4112951086535337}",20,-36,9.969032040539526,"{0: 47, 1: 2, 2: 7, 3: 0, 4: 0}",0
889,False,"{'a': 0.9, 'e': 0.4108838135448801}",25,15,-64.39181792262427,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
890,False,"{'a': 0.9, 'e': 0.41047292973133526}",20,7,17.7634498249157,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.9, 'e': 0.4100624568016039}",25,-10,-27.019899908343643,"{0: 31, 1: 1, 2: 1, 3: 1, 4: 1}",0
892,False,"{'a': 0.9, 'e': 0.40965239434480233}",20,14,12.339904937940712,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.9, 'e': 0.4092427419504575}",30,16,-10.434931911322108,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
894,False,"{'a': 0.9, 'e': 0.40883349920850703}",25,12,18.605617904306364,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.9, 'e': 0.40842466570929853}",25,14,1.1039718474991085,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
896,False,"{'a': 0.9, 'e': 0.40801624104358925}",25,3,6.090666651280224,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
897,False,"{'a': 0.9, 'e': 0.40760822480254566}",25,4,-47.491533954342025,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
898,False,"{'a': 0.9, 'e': 0.4072006165777431}",20,12,11.222528955340513,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.9, 'e': 0.40679341596116536}",30,13,-19.348466220398855,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 0}",1
900,False,"{'a': 0.9, 'e': 0.4063866225452042}",20,-8,-93.90005855928484,"{0: 21, 1: 2, 2: 2, 3: 1, 4: 2}",0
901,False,"{'a': 0.9, 'e': 0.405980235922659}",20,13,1.9878140539745885,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.9, 'e': 0.40557425568673633}",20,10,6.1998508927244576,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
903,False,"{'a': 0.9, 'e': 0.4051686814310496}",25,-17,34.794127760220356,"{0: 38, 1: 1, 2: 3, 3: 0, 4: 0}",0
904,False,"{'a': 0.9, 'e': 0.4047635127496186}",25,11,26.894265672679882,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.9, 'e': 0.40435874923686893}",35,-3,-99.45855683144526,"{0: 28, 1: 0, 2: 7, 3: 2, 4: 1}",0
906,False,"{'a': 0.9, 'e': 0.40395439048763204}",25,7,-21.60358826508237,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
907,False,"{'a': 0.9, 'e': 0.4035504360971444}",20,-15,-57.33111264275147,"{0: 29, 1: 2, 2: 2, 3: 0, 4: 2}",0
908,False,"{'a': 0.9, 'e': 0.4031468856610473}",30,20,-3.5894717417233135,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
909,False,"{'a': 0.9, 'e': 0.4027437387753862}",25,17,1.959440913707204,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
910,False,"{'a': 0.9, 'e': 0.40234099503661086}",20,-18,9.965648258595818,"{0: 33, 1: 0, 2: 5, 3: 0, 4: 0}",0
911,False,"{'a': 0.9, 'e': 0.40193865404157425}",20,10,-4.124304773066524,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
912,False,"{'a': 0.9, 'e': 0.40153671538753266}",20,-1,-6.886522859942949,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
913,False,"{'a': 0.9, 'e': 0.40113517867214515}",20,-4,15.916158983200235,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",0
914,False,"{'a': 0.9, 'e': 0.40073404349347297}",25,-36,-81.90529497197106,"{0: 53, 1: 0, 2: 5, 3: 0, 4: 3}",0
915,False,"{'a': 0.9, 'e': 0.4003333094499795}",25,17,-23.491543979778733,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
